,Unnamed: 0,xup,zup,xlow,zlow
0,0.0,9.467385218455044,0.0,9.467385218455044,0.0
1,0.041134585225281975,9.486460308522984,0.018410915821114062,9.489478490677232,-0.015409301294288733
2,0.08226917045056395,9.496581699691312,0.022493891582659298,9.499937676304507,-0.018334811351649306
3,0.12340375567584592,9.51697134999079,0.02897574226127074,9.520707016986556,-0.02270773555742822
4,0.1645383409011279,9.568183481731017,0.040422065755033314,9.572382630956604,-0.029808765079025096
5,0.20567292612640986,9.670951667064498,0.05688990757434026,9.675369752686688,-0.03950873168567745
6,0.24680751135169185,9.77384293165436,0.06940759425826334,9.778217936022763,-0.046769246017549164
7,0.28794209657697384,9.876833444059216,0.07962359709216242,9.880956058495459,-0.0527581011770809
8,0.3290766818022558,10.082849156093632,0.09552263057602009,10.08637599011938,-0.06226288866757187
9,0.37021126702753776,10.28890063665759,0.10699169434370559,10.291736364507317,-0.06960376073279546
10,0.4113458522528197,10.49504055198816,0.1151290495836831,10.496991003251226,-0.0752609637546055
11,0.45248043747810174,10.701148749043472,0.12024499910245418,10.702261501132766,-0.07940746391581234
12,0.4936150227033837,10.907269243621888,0.12261378434633577,10.907506004963247,-0.0821114977271961
13,0.5347496079286657,11.113361984709455,0.12233883958416175,11.112766007496411,-0.08333916283389943
14,0.5758841931539477,11.319416159257786,0.1183901401382481,11.318052321780641,-0.08206043455823837
15,0.6170187783792296,11.525398924951846,0.11155780339588461,11.523398511000867,-0.07899676197565712
16,0.6581533636045116,11.73131460701099,0.10225383922814503,11.72880024993773,-0.07456015495722931
17,0.6992879488297936,11.937167530654573,0.09089025750610287,11.934253213371885,-0.06916262337402856
18,0.7404225340550755,12.142918726173473,0.07767349496636038,12.139795650142549,-0.06307927227450272
19,0.7815571192803575,12.34857107704726,0.06287822485630001,12.345424676770161,-0.05658477490603418
20,0.8226917045056394,12.554168959509244,0.046813022778161455,12.55109447528162,-0.050125043494553885
21,0.8638262897309215,12.759631190226676,0.02958175480184408,12.756884066400005,-0.04400994904549796
22,0.9049608749562035,12.964963175723744,0.011699433266189857,12.962786601861339,-0.038891840521399615
23,0.9460954601814854,13.170249703682662,-0.006594466339472513,13.168710806154378,-0.03562820821819794
24,0.9872300454067674,13.375413915990034,-0.024784068074170124,13.374724886953812,-0.03555894781901305
25,1.0283646306320493,13.580617098006522,-0.043180106545469985,13.580617098006522,-0.043180106545469985
